TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO
352,186,40,2,6,3,14,3,46,8,1,8,6,2,2,0,6,,,,,0,19,352
359,199,48,4,4,8,10,5,51,6,1,2,6,2,2,0,0,,,,,0,11,359
0,73,134,7,3,5,16,7,38,10,0,3,3,0,1,1,1,,,,,0,11,313
345,93,143,10,6,4,31,0,26,7,0,3,3,0,1,1,5,,,,,0,12,345
345,74,149,6,6,10,19,7,24,8,2,2,2,0,0,0,9,,,,,0,27,345
402,115,140,7,,17,5,3,32,3,37,7,0,0,0,0,,,,,,Sin dato,22,402
386,94,152,7,,19,3,1,16,3,46,8,0,1,0,0,,,,,,0,21,386
400,114,121,8,,27,8,5,23,5,57,4,0,0,0,0,,,,,,0,15,400
406,113,112,8,,16,10,2,35,5,78,5,0,0,1,0,,,,,,2,10,406
416,136,116,5,,18,7,4,21,5,58,4,0,1,1,0,,,,,,1,24,416
447,142,107,8,,21,7,2,45,5,59,5,0,0,2,0,,,,,,0,25,448
487,125,129,9,,22,9,3,45,6,86,8,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,29,487
454,123,158,14,,21,7,1,40,4,55,5,1,0,0,0,,,,,,0,23,454
Sin dato,129,141,15,,20,5,1,45,8,62,5,1,0,1,0,,,,,,0,19,469
439,122,122,10,,21,8,3,37,7,63,6,4,Ilegible,1,Sin dato,,,,,,Sin dato,Ilegible,439
455,135,155,13,,13,7,3,35,Sin dato,55,4,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,18,455
460,126,141,19,,19,9,4,34,6,55,6,0,0,0,0,,,,,,0,32,460
480,145,138,7,,21,5,4,39,10,58,6,0,0,0,0,,,,,,2,25,480
271,70,104,5,,5,9,5,17,2,13,3,0,0,0,0,,,,,,0,28,271
477,167,178,7,,2,14,4,24,2,15,6,0,5,0,0,,,,,,1,45,484
444,130,160,18,,2,13,9,Ilegible,Ilegible,12,11,0,0,0,Ilegible,,,,,,Ilegible,Ilegible,Ilegible
,,,,,,,,,,,,,,,,,,,,,,,
436,127,143,14,,3,10,2,28,2,30,3,0,4,0,0,,,,,,0,44,Sin dato
425,117,109,20,,15,16,2,17,4,24,9,0,0,1,0,,,,,,1,26,425
435,171,118,10,,18,16,2,16,6,19,9,1,0,0,0,,,,,,0,34,435
396,159,129,9,,2,10,0,33,0,9,6,2,0,3,1,,,,,,0,23,396
376,126,155,5,,3,12,5,25,4,8,5,0,0,0,0,,,,,,0,24,376
1,136,113,7,,3,6,1,38,8,23,10,2,6,0,0,,,,,,0,32,399
391,143,84,9,,5,11,0,50,8,10,6,2,2,0,1,,,,,,0,45,390
Ilegible,158,102,14,,6,9,5,47,9,23,8,4,0,0,0,,,,,,0,0,432
354,46,75,16,,32,7,1,103,11,17,4,0,0,0,0,,,,,,1,27,354
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,148,108,31,,2,10,6,37,5,21,4,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,Ilegible,28,Sin dato
421,132,123,41,,2,9,4,27,1,17,4,0,0,1,1,,,,,,Sin dato,37,Sin dato
404,142,102,14,,12,10,2,39,4,38,10,1,2,0,0,,,,,,0,24,404
Ilegible,116,99,11,,12,18,3,47,11,35,3,0,1,0,1,,,,,,0,26,396
396,158,106,6,,4,13,4,37,8,21,5,0,2,0,0,,,,,,0,21,396
399,146,84,5,,15,9,4,37,16,25,4,0,0,0,0,,,,,,22,32,399
387,156,77,12,,6,11,0,52,5,18,7,1,0,2,0,,,,,,0,15,388
394,148,101,6,,9,12,4,36,14,26,2,0,0,0,0,,,,,,0,20,394
357,136,85,4,,11,10,3,45,5,25,15,2,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,16,357
342,129,78,15,,6,7,3,15,8,24,2,4,2,0,0,,,,,,0,33,342
,,,,,,,,,,,,,,,,,,,,,,,
365,123,65,13,,4,18,8,20,4,30,8,1,0,1,0,,,,,,1,42,365
336,151,63,14,,5,10,2,28,3,17,4,1,1,0,0,,,,,,0,24,336
358,192,64,9,,3,11,3,14,2,20,6,0,0,0,3,,,,,,19,19,358
364,111,75,7,,5,11,5,42,7,65,2,4,1,0,0,,,,,,1,17,364
396,143,115,7,,4,6,1,31,2,50,7,0,0,0,0,,,,,,0,21,398
,,,,,,,,,,,,,,,,,,,,,,,
332,131,55,11,,5,10,4,39,6,20,2,0,2,0,0,,,,,,0,25,334
367,143,106,7,,5,5,0,18,4,24,4,0,0,1,0,,,,,,0,25,367
366,142,81,15,,1,9,2,23,9,37,0,2,0,0,1,,,,,,1,25,367
,,,,,,,,,,,,,,,,,,,,,,,
Ilegible,Ilegible,48,19,,4,10,2,73,3,Ilegible,11,0,4,0,0,,,,,,0,Ilegible,Ilegible
383,151,36,27,,3,16,5,76,5,22,10,8,0,0,0,,,,,,0,24,383
,,,,,,,,,,,,,,,,,,,,,,,
429,172,67,7,,4,56,4,39,4,20,7,3,1,1,3,,,,,,0,24,428
436,184,68,6,,5,57,3,38,11,17,10,0,1,0,0,,,,,,0,14,36
,,,,,,,,,,,,,,,,,,,,,,,
353,143,47,13,,4,14,3,49,7,27,7,1,1,0,1,,,,,,0,23,355
362,144,51,7,,8,14,3,50,3,36,8,1,2,0,0,,,,,,2,15,362
339,163,35,14,,4,12,5,48,3,22,7,3,0,0,0,,,,,,1,14,339
309,129,43,10,,2,11,4,39,2,41,2,3,0,0,0,,,,,,0,12,309
307,116,39,12,,5,12,3,44,2,39,4,2,0,0,0,,,,,,0,17,307
24,7,8,0,,1,1,2,2,0,0,0,0,0,0,0,,,,,,1,1,Sin dato
397,147,79,9,,7,23,2,32,7,18,11,1,1,0,0,,,,,,3,37,397
,,,,,,,,,,,,,,,,,,,,,,,
417,155,100,11,,3,18,3,43,8,18,8,0,0,1,0,,,,,,1,29,Sin dato
,,,,,,,,,,,,,,,,,,,,,,,
462,232,78,12,,5,13,2,30,2,14,6,0,1,0,0,,,,,,2,32,460
,,,,,,,,,,,,,,,,,,,,,,,
462,258,69,16,,4,10,2,38,9,16,4,0,Sin dato,0,0,,,,,,Ilegible,16,458
Ilegible,217,64,24,,5,14,2,66,5,34,9,1,1,Sin dato,Sin dato,,,,,,1,22,479
0,186,59,23,,8,18,7,59,12,27,1,0,1,1,0,,,,,,Sin dato,25,446
458,256,47,14,,5,15,7,49,13,18,7,Sin dato,2,Sin dato,Sin dato,,,,,,Sin dato,16,458
483,229,80,10,,6,18,0,60,10,31,3,2,2,0,0,,,,,,0,20,483
,,,,,,,,,,,,,,,,,,,,,,,
386,174,38,8,,4,10,7,80,5,6,7,1,1,0,0,,,,,,0,17,386
410,178,40,12,,7,13,5,95,9,5,12,1,1,0,0,,,,,,0,13,410
415,165,62,7,,3,14,9,93,5,3,7,1,1,0,0,,,,,,0,19,415
499,213,75,13,,6,10,9,92,8,10,5,5,4,0,0,,,,,,1,17,499
Ilegible,225,62,8,,6,12,9,90,10,9,8,5,1,0,1,,,,,,0,21,494
511,205,91,15,,6,19,9,99,13,4,5,4,0,0,0,,,,,,0,15,515
423,170,91,8,,4,19,7,64,9,4,7,1,0,0,0,,,,,,0,25,423
Sin dato,154,78,12,,4,32,4,70,4,3,7,2,1,0,0,,,,,,0,14,407
377,185,48,4,,3,17,2,68,6,5,8,0,0,0,0,,,,,,1,15,377
,,,,,,,,,,,,,,,,,,,,,,,
475,149,90,7,,9,19,11,118,13,7,2,2,2,0,0,,,,,,0,20,475
472,156,80,15,,13,13,11,119,15,1,5,10,0,0,0,,,,,,0,19,472
0,155,73,9,,11,15,16,104,17,5,5,3,0,0,0,,,,,,2,15,450
469,152,84,14,,9,10,13,115,13,3,6,8,2,0,1,,,,,,0,21,469
460,137,92,10,,17,14,12,113,14,4,3,7,0,0,0,,,,,,0,13,460
465,147,108,7,,11,10,12,112,11,4,5,1,1,0,1,,,,,,2,11,467
510,154,110,6,,8,17,24,124,17,2,2,2,0,1,2,,,,,,0,22,510
530,158,94,10,,7,8,22,145,25,1,5,7,2,0,2,,,,,,2,12,531
437,163,71,7,,5,7,8,102,9,4,4,4,0,1,0,,,,,,0,21,437
Ilegible,177,69,7,,9,6,14,72,7,1,3,0,1,2,0,,,,,,0,11,403
294,140,31,6,,6,12,7,42,3,1,5,1,2,0,0,,,,,,0,24,294
519,234,81,7,,7,25,6,93,9,6,3,2,2,0,0,,,,,,0,26,519
504,230,61,5,,4,21,9,109,10,2,6,1,0,0,0,,,,,,Sin dato,22,504
484,205,72,12,,10,34,9,76,4,10,7,1,1,2,0,,,,,,1,10,484
490,232,41,11,,7,21,7,87,10,7,5,1,2,0,0,,,,,,1,34,490
484,185,73,10,,3,16,9,105,8,3,9,6,1,0,0,,,,,,0,20,484
527,201,79,7,,8,13,10,130,5,4,6,5,6,0,1,,,,,,0,29,527
513,214,55,5,,7,12,17,126,10,3,6,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,28,513
502,Ilegible,62,8,,12,13,11,108,13,2,3,0,0,0,Sin dato,,,,,,1,Ilegible,500
17,3,4,0,,0,1,0,6,0,0,0,0,0,0,0,,,,,,0,0,17
26,4,2,0,,0,3,0,12,0,0,0,0,0,0,0,,,,,,0,2,26
474,187,54,14,,5,20,8,104,13,2,4,1,2,0,0,,,,,,0,33,474
Sin dato,190,59,11,,4,20,7,100,11,8,16,7,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,18,479
424,169,49,12,,7,14,7,89,10,6,6,1,0,0,0,,,,,,Sin dato,27,424
456,184,59,12,,7,32,11,88,8,2,Ilegible,1,0,1,2,,,,,,0,21,456
464,180,63,10,,7,27,5,84,10,13,5,7,0,0,0,,,,,,2,21,464
Sin dato,163,98,10,,10,27,6,86,5,3,14,4,0,0,0,,,,,,0,26,484
433,154,79,11,,12,17,5,91,7,9,7,4,1,0,0,,,,,,0,13,433
0,174,82,13,,10,20,8,95,7,5,15,6,1,0,0,,,,,,1,27,485
468,158,72,15,,13,20,10,115,11,4,6,2,1,0,0,,,,,,1,15,468
324,179,35,6,,3,21,7,36,1,3,5,0,0,0,0,,,,,,0,11,324
0,172,108,12,,6,13,4,115,9,7,4,4,0,1,0,,,,,,Sin dato,15,483
502,206,104,13,,5,10,5,99,5,5,4,0,2,0,0,,,,,,0,29,502
Sin dato,173,89,10,,6,24,11,116,6,6,5,2,4,1,0,,,,,,0,27,493
393,170,65,10,,8,10,7,69,7,5,6,2,2,0,0,,,,,,0,19,393
377,167,60,7,,6,17,1,56,4,4,3,3,0,0,1,,,,,,1,21,376
392,165,69,4,,5,19,5,75,3,2,2,2,1,0,0,,,,,,2,19,392
436,Ilegible,Ilegible,Ilegible,,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,,,,,Ilegible,Ilegible,Ilegible
422,181,74,9,,5,25,3,55,2,4,0,1,0,32,0,,,,,,1,29,422
380,153,81,4,,7,16,3,65,8,2,8,0,0,0,0,,,,,,0,26,380
391,172,46,8,,6,29,9,71,2,3,8,1,0,0,0,,,,,,0,18,391
Sin dato,257,44,6,,2,9,7,67,5,8,4,4,0,1,0,,,,,,0,18,518
518,221,37,9,,5,14,3,73,3,2,9,5,0,1,0,,,,,,Sin dato,22,520
Sin dato,212,32,13,,7,12,3,50,5,5,2,1,1,1,Sin dato,,,,,,Sin dato,26,530
496,216,43,11,,4,12,4,52,5,3,9,4,1,0,0,,,,,,0,28,496
350,122,55,9,,5,10,6,82,12,0,7,1,2,1,0,,,,,,0,26,350
353,158,40,6,,4,6,7,89,6,4,7,0,0,2,0,,,,,,0,Ilegible,353
370,140,57,14,,3,10,7,89,5,2,3,2,1,2,0,,,,,,1,20,370
294,104,49,11,,6,9,1,82,5,2,4,1,0,0,0,,,,,,0,10,294
Sin dato,102,54,11,,4,11,5,107,7,2,2,0,1,1,0,,,,,,0,19,336
0,112,105,2,,1,13,4,89,9,0,4,2,1,2,0,,,,,,0,30,378
0,115,87,5,,7,7,5,85,15,3,7,3,1,1,1,,,,,,0,18,374
Ilegible,125,100,6,,6,13,8,98,10,2,6,3,2,2,1,,,,,,0,15,407
396,128,104,7,,3,14,6,85,8,2,4,5,0,1,0,,,,,,0,20,396
Sin dato,Sin dato,Sin dato,Sin dato,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,,Sin dato,Sin dato,Sin dato
435,175,63,6,,10,39,4,67,4,3,3,3,2,0,1,,,,,,0,20,435
411,181,65,12,,7,26,6,53,11,3,5,4,3,0,0,,,,,,0,14,411
431,163,60,7,,7,38,11,76,9,7,4,3,0,0,0,,,,,,0,26,431
349,43,64,10,,5,21,6,54,5,2,2,1,0,0,0,,,,,,0,19,349
362,162,41,12,,4,15,4,72,8,1,7,3,0,0,0,,,,,,1,16,364
386,163,84,4,,1,14,10,72,4,2,4,1,2,1,0,,,,,,0,8,387
0,202,88,13,,2,24,15,106,12,2,5,4,2,0,0,,,,,,0,33,539
560,193,108,17,,11,12,9,129,15,5,2,6,1,0,1,,,,,,0,27,560
483,131,64,13,,4,47,13,125,10,9,20,9,2,0,0,,,,,,0,17,483
448,100,59,12,,4,60,9,114,19,9,2,7,9,1,0,,,,,,1,19,448
495,135,65,5,,5,44,12,135,11,11,3,20,0,0,0,,,,,,0,27,494
396,92,41,19,,7,13,10,132,16,8,7,5,0,1,1,,,,,,1,19,396
Sin dato,82,60,13,,6,20,8,138,16,10,8,0,0,0,0,,,,,,Sin dato,21,411
397,71,68,8,,8,14,8,140,16,11,6,0,0,0,0,,,,,,0,27,397
Ilegible,65,71,10,,8,15,8,136,11,9,15,6,6,1,Sin dato,,,,,,1,9,Ilegible
418,98,56,17,,3,16,4,167,11,13,7,3,2,0,0,,,,,,0,6,431
427,78,66,12,,8,15,8,149,10,8,12,3,0,0,0,,,,,,0,25,427
423,97,84,8,,6,24,11,113,15,13,5,1,1,0,0,,,,,,0,16,423
Ilegible,80,52,15,,8,19,8,118,24,5,12,2,3,0,0,,,,,,0,15,402
484,80,121,53,11,8,9,2,59,6,45,15,1,0,0,0,0,,,,,0,20,484
0,79,128,83,12,3,11,5,52,5,52,14,1,1,0,0,2,,,,,1,16,530
514,91,101,68,7,14,5,1,53,6,76,11,0,0,0,0,5,,,,,0,17,514
508,93,104,45,14,13,10,4,56,4,59,14,2,0,1,0,0,,,,,2,10,508
428,71,106,53,5,6,3,3,40,2,36,5,3,1,1,0,2,,,,,0,12,428
461,70,93,98,4,5,5,3,33,4,40,9,1,0,0,0,3,,,,,3,18,460
485,47,91,112,3,8,10,5,55,8,42,6,3,0,0,1,2,,,,,1,16,485
471,79,95,60,9,4,9,3,36,3,39,18,0,1,0,1,3,,,,,1,21,471
467,120,100,28,5,9,5,4,61,7,36,16,0,2,0,0,4,,,,,0,15,467
489,109,99,29,5,12,8,3,72,2,46,20,2,1,2,0,5,,,,,0,12,489
511,132,90,36,6,10,9,6,60,6,56,17,0,0,0,0,4,,,,,0,15,511
566,143,104,30,4,4,8,4,58,2,48,19,2,0,0,0,8,,,,,0,12,Ilegible
451,98,78,31,9,4,8,5,44,5,52,22,3,1,0,0,2,,,,,0,19,451
468,84,87,52,6,3,9,7,30,7,57,22,1,0,1,0,2,,,,,1,13,468
480,86,97,39,1,5,5,2,50,0,66,26,1,0,0,1,2,,,,,0,13,480
264,64,110,49,2,1,4,0,6,1,0,1,1,0,0,0,6,,,,,Sin dato,16,264
Sin dato,89,98,37,1,1,3,0,5,0,2,1,0,0,0,0,7,,,,,0,17,271
356,106,99,60,5,1,6,5,28,5,1,7,0,1,1,0,1,,,,,Sin dato,12,356
377,130,84,66,3,2,10,1,30,4,8,4,0,0,1,0,5,,,,,0,16,377
Sin dato,134,127,67,4,3,8,3,21,6,1,2,1,0,0,5,Ilegible,,,,,0,14,438
Sin dato,154,104,33,1,3,7,1,22,4,0,0,1,1,0,0,2,,,,,0,11,365
Sin dato,156,104,48,0,1,8,4,17,3,0,2,1,0,0,0,7,,,,,Sin dato,Ilegible,395
Sin dato,124,148,32,2,2,5,2,29,5,0,1,0,0,1,0,2,,,,,0,21,400
403,140,131,44,3,2,5,Ilegible,16,6,0,0,0,0,0,0,5,,,,,0,18,403
142,23,35,67,2,1,1,0,2,0,1,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,3,142
470,157,154,26,2,5,11,5,37,9,3,0,2,0,0,0,2,,,,,0,23,470
477,165,158,28,5,3,12,10,30,4,1,4,1,0,0,0,4,,,,,Sin dato,29,477
497,186,129,50,6,5,7,5,55,8,1,3,0,0,0,0,8,,,,,Sin dato,19,497
504,200,155,27,3,6,16,10,33,8,0,0,1,0,0,0,5,,,,,0,14,504
517,146,197,51,0,2,7,1,49,5,1,4,2,0,0,1,5,,,,,0,22,515
,,,,,,,,,,,,,,,,,,,,,,,
0,150,189,31,0,1,12,0,33,6,0,2,2,0,0,2,5,,,,,Sin dato,Sin dato,Sin dato
305,Ilegible,65,65,5,1,4,2,27,6,0,2,0,0,0,1,3,,,,,0,13,305
299,88,45,84,4,1,8,6,24,6,0,2,0,1,0,1,2,,,,,0,7,299
490,152,158,38,3,3,7,5,40,5,2,3,0,0,0,0,7,,,,,0,28,490
464,161,114,60,6,2,8,4,44,6,2,5,0,0,0,0,7,,,,,Sin dato,21,464
518,180,140,64,7,5,13,6,48,3,1,2,Sin dato,Sin dato,Sin dato,Sin dato,3,,,,,Sin dato,18,518
477,121,138,57,3,3,10,4,54,3,2,3,1,1,1,Sin dato,9,,,,,Sin dato,24,477
Sin dato,93,135,69,3,7,9,8,51,9,2,5,2,0,0,1,14,,,,,0,23,475
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,163,134,110,3,3,2,22,6,0,4,0,0,0,0,8,10,,,,,0,34,501
490,169,112,77,12,5,11,2,27,2,2,19,1,0,0,0,3,,,,,0,32,490
Sin dato,165,151,78,1,3,15,3,20,7,Ilegible,7,2,0,0,0,9,,,,,0,24,479
Sin dato,96,112,71,2,4,2,1,26,6,10,5,1,0,1,0,9,,,,,0,7,361
361,117,116,58,4,4,4,0,18,3,6,5,0,0,0,0,6,,,,,0,13,361
Sin dato,106,89,77,0,1,5,3,29,2,7,2,1,0,0,0,1,,,,,0,14,348
359,92,105,57,1,3,6,4,19,8,0,12,0,0,0,0,3,,,,,0,28,359
344,94,97,63,4,4,6,3,16,6,0,3,1,0,0,0,3,,,,,1,11,343
Sin dato,96,94,65,8,2,3,1,22,10,0,0,2,0,0,0,4,,,,,1,22,350
486,92,165,90,1,3,5,5,46,8,0,8,0,0,0,0,12,,,,,Ilegible,19,486
483,141,167,83,1,7,4,2,19,4,1,0,1,0,0,0,9,,,,,0,18,483
,,,,,,,,,,,,,,,,,,,,,,,
Sin dato,88,153,91,6,3,4,7,30,7,0,2,3,0,1,1,14,,,,,0,22,452
0,115,148,82,3,1,6,2,47,7,4,3,0,1,0,0,11,,,,,Sin dato,7,470
380,95,39,16,3,6,13,8,139,9,2,12,3,Sin dato,Sin dato,Sin dato,1,,,,,Sin dato,16,380
382,103,34,15,3,3,14,6,130,11,3,18,3,0,2,0,3,,,,,0,10,382
Sin dato,101,35,12,4,7,18,4,145,7,4,11,4,0,0,0,1,,,,,0,18,395
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,12,1,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,,,,Ilegible,Ilegible,Ilegible
718,81,34,7,7,2,4,11,138,11,4,13,1,2,2,0,0,,,,,0,12,718
369,100,36,5,5,1,4,5,131,14,4,17,7,2,0,0,0,,,,,0,8,369
382,79,37,Ilegible,4,7,14,1,158,9,1,12,0,0,0,0,0,,,,,1,27,382
363,84,39,17,5,0,12,10,136,8,1,9,5,0,1,0,1,,,,,0,17,362
360,83,43,8,4,7,14,5,135,7,2,13,3,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,10,358
350,92,37,6,6,3,9,10,137,9,1,10,4,1,0,1,0,,,,,1,8,350
340,88,34,9,2,1,4,7,127,6,2,8,9,1,0,0,0,,,,,1,24,349
501,308,36,5,5,1,8,2,89,1,1,9,2,0,0,0,0,,,,,0,15,501
512,269,35,4,8,3,15,14,112,4,4,11,6,0,0,0,0,,,,,0,9,512
512,287,42,6,14,5,10,6,89,3,0,13,1,0,1,0,0,,,,,0,17,512
Sin dato,83,214,96,4,4,12,6,34,4,2,28,0,0,1,0,4,,,,,0,17,533
477,63,203,88,0,2,10,3,28,4,2,14,0,0,0,0,11,,,,,0,26,Sin dato
Sin dato,95,140,79,5,3,18,3,43,8,1,18,1,0,1,0,12,,,,,Sin dato,25,Sin dato
453,86,157,102,3,2,5,2,37,0,0,13,0,0,0,10,Sin dato,,,,,Sin dato,Sin dato,Sin dato
Sin dato,68,174,86,1,1,12,0,30,4,3,11,2,2,0,0,15,,,,,0,24,157
462,157,152,57,3,3,6,3,29,6,0,6,0,0,1,0,2,,,,,0,24,462
436,108,146,66,4,5,18,4,42,7,3,4,0,0,1,0,4,,,,,0,14,437
438,109,167,65,3,3,10,6,27,6,3,4,1,0,0,0,5,,,,,0,20,436
Sin dato,127,160,70,1,7,12,4,74,5,0,12,0,0,0,0,10,,,,,0,27,531
506,130,164,80,5,2,10,1,41,5,0,11,0,0,0,0,7,,,,,0,31,506
481,127,155,70,2,12,19,9,39,3,2,3,3,0,0,0,5,,,,,0,15,481
480,Ilegible,158,67,4,5,13,4,55,7,0,8,0,0,0,0,5,,,,,0,16,485
436,113,129,34,5,24,10,5,60,8,2,6,3,0,1,0,3,,,,,Sin dato,19,436
443,147,114,36,2,24,8,5,43,7,1,11,0,1,2,0,2,,,,,0,23,444
Sin dato,138,101,37,2,20,9,2,53,7,1,5,3,1,0,0,0,,,,,0,20,413
430,136,130,45,3,17,5,2,44,2,3,3,1,Ilegible,Ilegible,0,2,,,,,0,17,430
Ilegible,Ilegible,100,47,2,Ilegible,Ilegible,3,Ilegible,1,2,Ilegible,0,0,0,0,4,,,,,0,14,439
442,129,105,37,3,21,13,4,61,11,4,7,2,0,1,0,3,,,,,0,9,442
465,112,129,42,1,11,14,4,65,8,6,17,1,0,2,0,1,,,,,0,22,465
432,111,124,34,4,17,5,3,66,5,3,15,1,0,1,0,2,,,,,0,14,432
Sin dato,34,137,67,3,21,3,5,22,5,0,2,2,0,0,0,4,,,,,0,14,343
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
0,99,150,51,8,3,14,3,54,8,2,2,4,1,0,1,8,,,,,0,23,448
373,54,77,88,14,5,9,8,66,9,1,3,1,0,0,0,0,,,,,0,13,373
Sin dato,84,107,65,7,3,7,2,59,12,3,9,0,1,1,0,3,,,,,1,14,413
Sin dato,71,92,60,4,5,8,3,77,6,3,8,2,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,19,388
Sin dato,63,76,37,4,4,11,11,83,8,3,10,2,0,11,1,2,,,,,2,25,337
383,58,73,29,5,3,15,11,97,8,1,16,4,1,1,0,5,,,,,Sin dato,17,383
350,64,68,23,5,7,1,10,103,7,2,12,4,1,1,0,3,,,,,1,18,350
Sin dato,49,75,40,3,7,15,11,92,10,0,10,5,2,1,0,7,,,,,2,11,358
370,69,57,37,3,10,12,13,114,5,2,6,0,0,4,7,2,,,,,0,9,373
736,56,84,45,6,9,5,10,100,13,8,11,10,0,2,0,2,,,,,0,13,396
Sin dato,57,77,39,4,6,6,14,94,11,6,6,0,1,0,0,3,,,,,0,20,375
356,56,53,40,4,9,16,13,109,9,4,3,0,0,4,0,0,,,,,0,15,365
Sin dato,87,65,18,0,11,10,11,109,7,1,10,10,1,1,0,5,,,,,Sin dato,12,376
342,45,67,29,5,8,10,10,112,7,0,5,5,0,1,0,4,,,,,0,11,342
364,66,84,38,9,2,14,7,75,9,1,8,5,1,0,0,3,,,,,0,12,364
337,68,57,22,6,7,8,10,107,6,4,11,7,1,0,0,4,,,,,0,20,357
376,58,67,49,2,13,6,10,91,16,4,13,6,2,0,0,4,,,,,0,13,376
364,68,49,28,6,11,8,12,111,14,3,8,7,0,2,3,23,,,,,0,14,364
460,96,139,25,9,27,11,6,91,3,0,8,2,1,0,0,4,,,,,0,16,461
481,125,103,41,5,37,6,5,89,3,0,11,4,2,0,0,5,,,,,0,19,481
410,101,86,18,10,19,11,6,101,5,1,10,3,1,1,0,4,,,,,0,12,410
475,121,90,28,5,46,15,3,92,5,2,8,2,1,1,2,6,,,,,0,18,475
459,112,104,41,5,28,13,6,90,4,2,5,1,2,1,0,2,,,,,0,14,460
462,98,106,29,21,25,13,7,87,5,3,11,3,1,2,0,4,,,,,1,22,462
,,,,,,,,,,,,,,,,,,,,,,,
420,99,68,22,0,15,15,8,111,9,3,10,3,1,0,0,6,,,,,0,22,420
405,115,87,14,4,14,13,10,94,10,1,4,2,1,0,0,2,,,,,0,14,405
Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,Sin dato,Sin dato
319,67,66,11,2,3,16,8,88,10,3,9,6,2,3,0,3,,,,,1,11,319
Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,,,,,Ilegible,Ilegible,Ilegible
382,Ilegible,112,17,7,3,7,4,98,4,0,11,2,0,0,0,1,,,,,0,17,382
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
297,62,67,13,5,0,Sin dato,Sin dato,125,Sin dato,1,10,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,,,,,Sin dato,4,297
466,72,153,72,3,3,14,9,52,8,2,6,4,1,1,0,5,,,,,0,18,466
420,67,109,75,4,3,14,6,43,7,3,5,0,0,0,0,10,,,,,0,24,420
420,107,72,8,6,3,7,7,145,7,4,9,2,Sin dato,1,Sin dato,1,,,,,1,17,420
,,,,,,,,,,,,,,,,,,,,,,,
438,707,73,11,6,5,8,8,151,10,2,14,0,1,0,3,4,,,,,0,13,438
436,102,87,11,7,7,12,4,140,7,1,6,3,1,1,0,4,,,,,0,19,436
419,96,78,17,10,4,12,5,142,4,0,0,9,2,1,0,3,,,,,0,10,419
Sin dato,110,66,5,8,4,20,9,134,10,16,Sin dato,7,0,0,0,4,,,,,Sin dato,8,424
430,103,87,18,5,6,13,9,113,7,1,11,9,0,3,0,2,,,,,0,10,429
431,76,106,10,6,8,15,3,139,10,2,8,5,0,2,0,2,,,,,0,13,431
363,89,71,12,9,10,9,0,144,6,0,13,9,0,2,12,0,,,,,1,19,363
449,106,107,20,4,8,12,12,124,4,1,7,5,0,0,0,5,,,,,0,10,449
Sin dato,48,69,42,7,7,6,6,85,7,Sin dato,8,2,2,1,0,1,,,,,Ilegible,17,323
316,59,66,23,4,10,13,7,93,2,0,9,2,1,1,Sin dato,3,,,,,Sin dato,10,316
Sin dato,50,88,25,100,7,5,5,75,6,2,4,1,Sin dato,1,Sin dato,6,,,,,Sin dato,27,407
392,53,103,36,104,4,6,2,58,6,0,3,1,0,1,0,0,,,,,1,11,393
,,,,,,,,,,,,,,,,,,,,,,,
